at	O
the	O
cancer	B
stem	I
cell	I
(CSC)	O
level	O
should	O
be	O
the	O
target	O
where,	O
at	O
least	O
partly,	O
the	O
action	O
of	O
those	O
genetic	O
determinants	O
takes	O
place,	O
such	O
as	O
modifier	O
genes,	O
which	O
determine	O
the	O
differences	O
among	O
individuals	O
regarding	O
tumor	O
susceptibility,	O
treatment	O
response,	O
and	O
evolution..	O

At	O
the	O
base	O
of	O
the	O
crypts,	O
the	O
intestinal	B
stem	I
cell	I
(ISC)	O
niche	O
enables	O
the	O
constant	O
regeneration	O
of	O
the	O
intestinal	O
lining	O
(e.g.	O

The	O
sox	O
family	O
of	O
transcription	O
factors:	O
versatile	O
regulators	O
of	O
stem	O
and	O
progenitor	O
cell	O
fate.	O
In	O
this	O
context,	O
human	O
induced	B
pluripotent	I
stem	I
cells	I
(iPSCs)	O
are	O
revolutionising	O
models	O
for	O
probing	O
biological	O
questions	O
in	O
multiple	O
fields,	O
as	O
well	O
as	O
being	O
hailed	O
as	O
future	O
treatments	O
for	O
a	O
multitude	O
of	O
diseases	O
with	O
the	O
potential	O
to	O
more	O
accurately	O
reflect	O
in	O
vivo	O
human	O
cell	O
types	O
(Hyman	O
and	O
Simons,	O
2011;	O
Zhang	O
and	O
Reilly,	O
2017).	O

To	O
investigate	O
the	O
role	O
of	O
matrix	O
rigidity	O
on	O
satellite	O
cell	O
fate,	O
freshly	O
isolated	O
and	O
FACS	O
(fluorescence	O
activated	O
cell	O
sorting)	O
enriched	O
muscle	B
stem	I
cells	I
(MuSCs)	O
were	O
cultured	O
on	O
PEG	O
hydrogels	O
with	O
differing	O
mechanical	O
properties	O
but	O
constant	O
ligand	O
density	O
[9].	O

A	O
biomimetic	O
biomaterials	O
approach	O
in	O
conjunction	O
with	O
functional	O
assays	O
in	O
mice	O
demonstrated	O
that	O
muscle	B
stem	I
cell	I
(MuSC)	O
self-renewal	O
can	O
be	O
maintained	O
in	O
culture	O
if	O
cells	O
are	O
propagated	O
upon	O
a	O
substrate	O
that	O
recapitulates	O
the	O
mechanical	O
properties	O
of	O
the	O
native	O
skeletal	O
muscle	O
tissue,	O
a	O
physical	O
property	O
of	O
the	O
stem	O
cell	O
niche	O
[9].	O

The	O
intestinal	O
epithelium	O
is	O
the	O
most	O
rapidly	O
self-renewing	O
tissue	O
in	O
adult	O
mammals,	O
which	O
renews	O
every	O
3–5	O
days	O
in	O
mice.1	O
Homeostasis	O
of	O
the	O
intestinal	O
epithelium	O
is	O
dependent	O
on	O
intestinal	B
stem	I
cells	I
(ISCs)	O
and	O
a	O
balance	O
among	O
cell	O
proliferation,	O
migration,	O
differentiation,	O
and	O
cell	O
death.1,	O
2	O
Several	O
ISC	O
populations	O
with	O
possible	O
overlap	O
have	O
recently	O
been	O
identified	O
in	O
mouse,	O
including	O
the	O
actively	O
cycling	O
columnar	O
cells	O
at	O
the	O
crypt	O
base	O
(CBCs)	O
marked	O
by	O
Lgr5	O
or	O
CD133,	O
and	O
the	O
slow	O
cycling	O
cells	O
in	O
the	O
+4	O
area	O
marked	O
by	O
Bmi1,	O
DCLK-1	O
(also	O
known	O
as	O
DCAMKL-1),	O
or	O
mTERT.	O

In	O
contrast,	O
the	O
self-renewal	O
and	O
differentiation	O
potential	O
of	O
human	B
pluripotent	I
stem	I
cells	I
(hPSCs)	O
make	O
them	O
a	O
promising	O
alternative	O
cell	O
source	O
for	O
cell	O
replacement	O
therapy	O
for	O
PD.	O

Human	B
embryonic	I
stem	I
cells	I
(hESCs)	O
and	O
adult	O
stem	O
cell	O
sources	O
such	O
as	O
mesenchymal	O
stem	O
cells	O
have	O
been	O
shown	O
to	O
be	O
capable	O
of	O
generating	O
DA	O
neurons	O
in	O
cell	O
culture	O
models.	O

Mesenchymal	B
stem	I
cells	I
(MSCs)	O
belong	O
to	O
a	O
category	O
of	O
clinically	O
relevant	O
cell	O
types	O
that	O
have	O
the	O
potential	O
to	O
be	O
utilized	O
for	O
cell-based	O
therapies,	O
because	O
complicated	O
culturing	O
or	O
handling	O
techniques	O
are	O
not	O
required	O
to	O
yield	O
clinically	O
practical	O
quantities.	O

Importantly,	O
Wwp2-mediated	O
Oct4	O
repression	O
could	O
impede	O
stemness	O
re-establishment	O
since	O
both	O
Wwp2	O
knockout	O
and	O
mutation	O
in	O
the	O
Oct4	O
ubiquitination	O
site	O
increase	O
the	O
efficiency	O
of	O
somatic	O
cell	O
reprogramming	O
into	O
induced	B
pluripotent	I
stem	I
cells	I
(iPSCs)	O
[74].	O

Neural-like	O
cell	O
lines	O
developed	O
to	O
study	O
ASD	O
have	O
been	O
obtained	O
by	O
the	O
differentiation	O
of	O
human	B
induced	I
pluripotent	I
stem	I
cells	I
(hiPSCs)	O
from	O
patients	O
or	O
by	O
the	O
inactivation	O
of	O
the	O
selected	O
ASD-associated	O
gene	O
in	O
controls,	O
using	O
genomic	O
editing	O
systems..	O

We	O
also	O
discuss	O
the	O
breast's	B
stem	I
cell	I
populations	O
and	O
their	O
relevance	O
to	O
cancer	O
stem	O
cells	O
(CSCs)	O
and	O
cancer	O
development.	O

ECM	O
proteins	O
in	O
the	O
BM	O
connect	O
the	O
basal	B
stem	I
cells	I
through	O
various	O
anchoring	O
complexes,	O
which	O
coordinate	O
the	O
actin	O
and	O
microtubule	O
network	O
and	O
establish	O
cell	O
polarity,	O
so	O
that	O
the	O
basal	O
stem	O
cells	O
(EpSCs)	O
differentiate	O
and	O
proliferate	O
[2].	O

The	O
number	O
of	O
human	B
induced	I
pluripotent	I
stem	I
cell	I
(hiPSC)	O
lines	O
established	O
from	O
each	O
sample	O
is	O
also	O
shown.	O

Establishment	O
of	O
induced	B
pluripotent	I
stem	I
cell	I
(iPSC)	O
line	O
from	O
a	O
75-year	O
old	O
patient	O
with	O
late	O
onset	O
Alzheimer’s	O
disease	O
(LOAD)	O
Stem	O
Cell	O
Res.	O

(7)	O
Melatonin	O
rescues	O
the	O
inhibitory	O
effects	O
of	O
miR‐363	O
on	O
neural	B
stem	I
cell	I
(NSC)	O
proliferation	O
and	O
neuronal	O
differentiation	O
in	O
vitamin	O
A	O
deficiency-	O
(VAD-)	O
associated	O
congenital	O
spinal	O
deformities.	O

Mesenchymal	B
stem	I
cells	I
(MSCs)	O
have	O
generated	O
a	O
great	O
deal	O
of	O
interest	O
and	O
promise	O
as	O
a	O
potential	O
source	O
of	O
cells	O
for	O
cell-based	O
therapeutic	O
strategies	O
for	O
tissue	O
repair	O
and	O
regenerative	O
diseases,	O
primarily	O
owing	O
to	O
their	O
intrinsic	O
ability	O
to	O
self	O
renew	O
and	O
differentiate	O
into	O
functional	O
cell	O
types	O
that	O
constitute	O
the	O
tissue	O
in	O
which	O
they	O
exist.	O

Unexpected	O
evidence	O
that	O
chronic	O
IGF-1	O
deficiency	O
in	O
Laron	O
dwarf	O
mice	O
maintains	O
high	O
levels	O
of	O
hematopoietic	B
stem	I
cells	I
(HSCs)	O
in	O
BM	O
-	O
are	O
HSCs	O
gradually	O
depleted	O
from	O
BM	O
with	O
age	O
in	O
an	O
IGF-1-dependent	O
manner?	O
Implications	O
for	O
the	O
novel	O
effect	O
of	O
caloric	O
restriction	O
on	O
the	O
hematopoietic	O
stem	O
cell	O
compartment	O
and	O
longevity.	O

GDNF	O
deletion	O
in	O
TPCs	O
disrupts	O
spermatogonia	O
development,	O
indicating	O
an	O
essential	O
role	O
of	O
TPCs	O
in	O
maintaining	O
the	O
spermatogonial	B
stem	I
cell	I
(SSC)	O
niche	O
[14].	O

We	O
have	O
begun	O
to	O
establish	O
in	O
vitro	O
BBB	O
models	O
from	O
inducible	B
pluripotent	I
stem	I
cells	I
(iPSCs)	O
of	O
MS	O
patients	O
to	O
explore	O
the	O
impact	O
of	O
MS	O
patients	O
specific	O
brain	O
barrier	O
alterations	O
in	O
directing	O
T	O
cell	O
migration	O
into	O
the	O
CNS..	O

We	O
have	O
previously	O
described	O
the	O
generation	O
and	O
characterization	O
of	O
induced	B
pluripotent	I
stem	I
cells	I
(iPSCs)	O
from	O
fibroblasts	O
of	O
NS	O
patients,	O
who	O
did	O
(NS/JMML)	O
and	O
did	O
not	O
(NS)	O
go	O
on	O
to	O
develop	O
JMML,	O
which	O
faithfully	O
model	O
leukemia	O
progression	O
after	O
differentiation	O
into	O
myeloid	O
cells.23	O
Derivation	O
of	O
iPSCs	O
from	O
noncancerous	O
cells	O
allows	O
the	O
investigation	O
of	O
these	O
PTPN11	O
mutations	O
in	O
the	O
absence	O
of	O
secondary	O
or	O
additional	O
genomic	O
alterations	O
that	O
frequently	O
occur	O
during	O
leukemia	O
progression.24	O
This	O
overcomes	O
the	O
issue	O
of	O
the	O
limited	O
availability	O
of	O
primary	O
cell	O
material	O
for	O
studies	O
of	O
this	O
disease..	O

The	O
use	O
of	O
mesenchymal	B
stem	I
cells	I
(MSCs)	O
for	O
tissue	O
engineering	O
and	O
regenerative	O
medicine	O
applications	O
is	O
attractive,	O
in	O
part	O
due	O
to	O
their	O
ability	O
to	O
differentiate	O
into	O
multiple	O
cell	O
types	O
and	O
their	O
ease	O
of	O
expansion	O
in	O
vitro.	O

GSEA	O
analysis	O
of	O
8227	O
AML	O
fractions	O
and	O
the	O
leukemia	B
stem	I
cell	I
(LSC)	O
signatures	O
were	O
performed	O
using	O
the	O
control	O
sample	O
data	O
from	O
GSE55814.	O

The	O
risk	O
of	O
tumorigenicity	O
in	B
the	I
stem	I
cell	I
platform	O
has	O
been	O
highlighted	O
in	O
many	O
studies,	O
including	O
preclinical	O
dose-escalation	O
tests	O
for	O
the	O
first-in-human	O
induced	O
pluripotent	O
stem	O
cells	O
(iPSC)	O
clinical	O
trial	O
to	O
be	O
approved	O
by	O
the	O
Food	O
and	O
Drug	O
Administration	O
(FDA)	O
in	O
2009.	O

We	O
performed	O
RT-qPCR	O
in	O
MG-63	O
cells	O
seeded	O
in	O
the	O
3D	O
scaffold,	O
treated	O
for	O
72	O
h	O
with	O
non-lethal	O
doses	O
of	O
PAR	O
30,	O
60	O
and	O
120	O
s	O
to	O
analyze	O
the	O
expression	O
of	O
genes	O
with	O
well-known	O
functions	O
of	O
cancer	B
stem	I
cell	I
(CLSC)	O
phenotype.	O

Nanomedicine	O
has	O
a	O
leading	O
role	O
in	O
pharmaceutical	O
research	O
and	O
development	O
of	O
clinical	O
protocols,	O
mainly	O
in	O
the	O
form	O
of	O
nanoparticle-based	O
delivery	O
systems	O
for	O
drugs	O
and	O
imaging	O
agents,	O
especially	O
in	O
the	O
field	O
of	O
stem	B
cell	I
(SC)	O
therapies	O
[1].	O

Regarding	O
therapeutic	O
application,	O
iPSCs	O
overcame	O
the	O
practical	O
and	O
ethical	O
difficulties	O
associated	O
with	O
the	O
use	O
of	O
embryonic	B
stem	I
cells	I
(ESCs)	O
for	O
cell	O
replacement	O
therapies	O
(CRTs)	O
(Takahashi	O
et	O
al.,	O
2007).	O

Takahashi	O
and	O
Yamanaka’s	O
pioneering	O
studies	O
in	O
the	O
2000s	O
[13]	O
led	O
to	O
rapid	O
expansion	O
of	O
induced	B
pluripotent	I
stem	I
cell	I
(iPSC)	O
technologies,	O
and	O
opened	O
unprecedented	O
opportunities	O
for	O
disease	O
modeling.	O

Bone	B
marrow	I
mesenchymal	I
stem	I
cells	I
(BMMSCs)	O
are	O
a	O
cell	O
population	O
characterized	O
by	O
rapid	O
proliferation,	O
low	O
immunogenicity,	O
pluripotency,	O
tissue	O
repair	O
ability,	O
and	O
immunosuppression13,14.	O

The	O
advent	O
of	O
induced	B
pluripotent	I
stem	I
cell	I
(iPSC)	O
technology	O
(Takahashi	O
&	O
Yamanaka,	O
2006)	O
has	O
made	O
it	O
possible	O
to	O
reprogram	O
human	O
somatic	O
cells	O
to	O
pluripotency	O
(Park	O
et	O
al,	O
2008b;	O
Takahashi	O
et	O
al,	O
2007;	O
Yu	O
et	O
al,	O
2007),	O
thus	O
enabling	O
the	O
generation	O
of	O
disease-specific	O
iPSC	O
(Lee	O
&	O
Studer,	O
2010).	O

In	O
the	O
following	O
sections,	O
we	O
will	O
focus	O
mostly	O
on	O
the	O
biological	O
actions	O
of	O
TGFβ	O
but	O
also	O
make	O
reference	O
to	O
signalling	O
and	O
mechanistic	O
details	O
wherever	O
possible,	O
pointing	O
out	O
how	O
TGFβ	O
can	O
contribute	O
to	O
the	O
biology	O
of	O
cancer	B
stem	I
cells	I
(CSCs)	O
and	O
various	O
stromal	O
cell	O
types	O
in	O
order	O
to	O
facilitate	O
cancer	O
metastasis.	O

Chromatin	O
signatures	O
obtained	O
by	O
epigenomic	O
profiling	O
of	O
a	O
cohort	O
of	O
human	B
embryonic	I
stem	I
cell	I
(hESC)	O
lines	O
can	O
be	O
used	O
to	O
generate	O
hESC	O
reference	O
epigenomes	O
(left	O
panels).	O

We	O
have	O
witnessed	O
remarkable	O
developments	O
in	O
pluripotent	B
stem	I
cell	I
(PSC)	O
technologies	O
over	O
the	O
past	O
few	O
decades.	O

Generation	O
of	O
induced	B
pluripotent	I
stem	I
cell	I
(iPSC)	O
line	O
from	O
a	O
patient	O
with	O
triple	O
negative	O
breast	O
cancer	O
with	O
hereditary	O
exon	O
17	O
deletion	O
of	O
BRCA1	O
gene.	O

The	O
generation	O
of	O
human	B
embryonic	I
stem	I
cell	I
(hESC)	O
lines	O
(Shamblott	O
et	O
al.	O

The	O
advent	O
of	O
induced	B
pluripotent	I
stem	I
cell	I
(iPSC)	O
technology	O
(Takahashi	O
et	O
al.	O

To	O
seek	O
replication	O
for	O
the	O
predicted	O
therapeutic	O
effect	O
of	O
VPA	O
on	O
M30	O
gene	O
expression,	O
and	O
to	O
assess	O
the	O
relevance	O
of	O
gene	O
expression	O
changes	O
observed	O
in	O
the	O
cancer	O
cell	O
lines	O
used	O
by	O
CMap	O
to	O
neurons,	O
we	O
analysed	O
gene	O
expression	O
changes	O
in	O
16	O
day	O
neurons	O
differentiated	O
from	O
mouse	B
embryonic	I
stem	I
cells	I
(mESCs)	O
before	O
and	O
after	O
treatment	O
with	O
VPA	O
(here	O
studying	O
VPA	O
as	O
its	O
sodium	O
salt	O
which	O
is	O
therapeutically	O
equivalent	O
to	O
VPA)	O
(see	O
‘Methods’).	O

However,	O
cell	O
expansion	O
in	O
culture	O
can	O
lead	O
to	O
unwanted	O
cellular	O
differentiation,	O
particularly	O
in	O
induced	B
pluripotent	I
stem	I
cells	I
(iPSCs)	O
13.	O

A	O
subpopulation	O
of	O
tumour	O
cells,	O
identified	O
by	O
co-expression	O
of	O
epithelial	O
cell	O
adhesion	O
molecule	O
(EPCAM),	O
the	O
basal	O
cell	O
marker	O
NGFR,	O
and	O
the	O
bronchioalveolar	B
stem	I
cell	I
(BASC)	O
marker	O
stem	O
cell	O
antigen-1	O
(SCA1,	O
also	O
known	O
as	O
LY6A),	O
was	O
found	O
to	O
have	O
the	O
ability	O
to	O
propagate	O
the	O
tumour	O
upon	O
implantation	O
into	O
immunocompromised	O
mice73.	O

Indeed,	O
the	O
induced	B
pluripotent	I
stem	I
cell	I
(iPSC)	O
technology	O
pioneered	O
by	O
Shinya	O
Yamanaka	O
in	O
2006	O
has	O
potential	O
for	O
unlimited	O
expansion	O
and	O
can	O
generate	O
the	O
cells	O
of	O
all	O
three	O
germ	O
layers27.	O

Induced	B
pluripotent	I
stem	I
cell	I
(iPSC)	O
generation	O
by	O
Sendai	O
virus-mediated	O
gene	O
transfer.	O

miR-1306-3p	O
Neurons	O
generated	O
from	O
induced	B
pluripotent	I
stem	I
cell	I
(iPSC)	O
derived	O
from	O
6	O
control	O
subjects	O
and	O
6	O
schizophrenia	O
subjects.	O

Neurons	O
produced	O
from	O
induced	B
pluripotent	I
stem	I
cell	I
(iPSC)	O
derived	O
from	O
controls	O
and	O
SCZ.	O

Neurons	O
generated	O
from	O
induced	B
pluripotent	I
stem	I
cell	I
(iPSC)	O
derived	O
from	O
controls	O
and	O
SCZ.	O

The	O
use	O
of	O
mesenchymal	B
stem	I
cell	I
(MSC)	O
therapy	O
to	O
treat	O
clinical	O
disease	O
may	O
be	O
optimized	O
through	O
selection	O
and	O
pre‐conditioning	O
methods	O
that	O
would	O
enhance	O
their	O
immunomodulatory	O
functions.	O

Mesenchymal	B
stem	I
cell	I
(MSC)	O
therapy	O
may	O
reduce	O
intra‐renal	O
inflammation	O
and	O
fibrosis	O
following	O
systemic	O
delivery	O
and	O
has	O
demonstrated	O
modest	O
effects	O
in	O
feline	O
CKD	O
following	O
intravenous	O
delivery.	O

Accumulating	O
evidence	O
indicates	O
that	O
understanding	O
of	O
cancer	B
stem	I
cell	I
(CSC)	O
behaviors	O
holds	O
great	O
promise	O
for	O
the	O
treatment	O
of	O
human	O
cancers.	O

Induced	B
pluripotent	I
stem	I
cells	I
(iPSCs)	O
specifically	O
bypass	O
the	O
need	O
for	O
embryonic	O
tissue	O
as	O
they	O
can	O
be	O
generated	O
by	O
reprogramming	O
any	O
somatic	O
cell	O
42,	O
43.	O

Human	B
mesenchymal	I
stem	I
cell	I
(hMSCs)	O
(Lonza,	O
Walkersville,	O
MD,	O
USA)	O
were	O
cultured	O
in	O
Minimum	O
Essential	O
Medium	O
(Gibco,	O
Invitrogen,	O
USA),	O
containing	O
10%	O
FBS	O
(Gibco,	O
Invitrogen,	O
USA)	O
and	O
100	O
U/ml	O
penicillin,	O
100	O
mg/ml	O
streptomycin	O
sulfate	O
(Gibco,	O
Grand	O
Island,	O
NY,	O
USA).	O

(B)	O
Generation	O
of	O
embryonic	B
stem	I
cells	I
(ESCs)	O
by	O
selection	O
of	O
inner	O
cell	O
mass	O
from	O
a	O
blastocyst,	O
culture,	O
and	O
then	O
reprogramming/genome	O
editing.90,93.	O

Some	O
of	O
the	O
regulatory	O
roles	O
played	O
by	O
linc-ROR	O
are	O
the	O
maintenance	O
of	B
stem	I
cell	I
pluripotency,	O
triggering	O
the	O
epithelial-mesenchymal	O
transition	O
(EMT)	O
[105],	O
hypoxia,	O
in	O
the	O
proliferation	O
of	O
cancerous	O
cells	O
acting	O
both	O
as	O
promotor/inhibitor	O
and	O
in	O
self-renewal	O
of	O
glioma	O
stem	O
cells	O
(GSCs)	O
via	O
inhibition	O
of	O
KLF4	O
expression.	O

(a,b)	O
Normalized	O
gene	O
expression	O
levels	O
of	O
CSPG4,	O
in	O
mesenchymal	B
stem	I
cell	I
(MSC)	O
and	O
OSA	O
biopsies	O
as	O
compared	O
with	O
normal	O
osteoblasts	O
in	O
toto	O
(mean	O
±	O
SD)	O
(a)	O
or	O
divided	O
according	O
to	O
the	O
Huvos	O
system	O
grading	O
(geometric	O
mean)	O
(b).	O

There	O
is	O
concern	O
that	O
the	O
stresses	O
of	O
inducing	O
pluripotency	O
may	O
lead	O
to	O
deleterious	O
DNA	O
mutations	O
in	O
induced	B
pluripotent	I
stem	I
cell	I
(iPSC)	O
lines,	O
which	O
would	O
compromise	O
their	O
use	O
for	O
cell	O
therapies.	O

Immunohistochemistry	O
and	O
flow	O
cytometry	O
analysis	O
of	O
12	O
tumor	O
samples	O
obtained	O
from	O
patients	O
with	O
high	O
grade	O
gliomas	O
revealed	O
that	O
a	O
considerable	O
population	O
(2–19%)	O
of	O
cells	O
in	O
all	O
malignant	O
gliomas	O
expressed	O
IL-17RA,	O
with	O
remarkable	O
co-expression	O
of	O
the	O
glioma	B
stem	I
cell	I
(GSC)	O
markers	O
CD133,	O
Nestin,	O
and	O
Sox2.	O

The	O
more	O
severely	O
affected	O
twin	O
(designated	O
as	O
the	O
affected	O
proband,	O
AP,	O
and	O
from	O
whom	O
the	O
induced	B
pluripotent	I
stem	I
cell	I
(iPSC)	O
model	O
of	O
severe	O
ASD	O
affectation	O
was	O
acquired)	O
began	O
to	O
exhibit	O
delays	O
in	O
development	O
by	O
9	O
months	O
of	O
age.	O

Melanocyte	B
stem	I
cells	I
(McSCs)	O
and	O
mouse	O
models	O
of	O
hair	O
graying	O
serve	O
as	O
useful	O
systems	O
to	O
uncover	O
mechanisms	O
involved	O
in	O
stem	O
cell	O
self-renewal	O
and	O
the	O
maintenance	O
of	O
regenerating	O
tissues.	O

Human	B
mesenchymal	I
stem	I
cell	I
(hMSC)	O
markers	O
were	O
observed	O
on	O
CD105+	O
isolated	O
cells.	O

Single	O
cell	O
sequencing	O
of	O
neural	B
stem	I
cells	I
(NSCs)	O
demonstrated	O
that	O
in	O
response	O
to	O
injury,	O
there	O
is	O
a	O
dramatic	O
increase	O
in	O
transcription	O
of	O
the	O
genes	O
involved	O
in	O
ribosome	O
biogenesis	O
(Llorens-Bobadilla	O
et	O
al.,	O
2015).	O

A	O
balance	O
between	O
quiescence	O
and	O
proliferation	O
is	O
critical	O
for	O
proper	O
maintenance	O
of	O
the	O
hematopoietic	B
stem	I
cell	I
(HSC)	O
pool.	O

Generation	O
and	O
characterization	O
of	O
human	B
induced	I
pluripotent	I
stem	I
cell	I
(hiPSC)	O
lines	O
from	O
an	O
Alzheimer's	O
disease	O
(ASUi003-A)	O
and	O
non-demented	O
control	O
(ASUi004-A)	O
patient	O
homozygous	O
for	O
the	O
Apolipoprotein	O
e4	O
(APOE4)	O
risk	O
variant.	O

Generation	O
and	O
characterization	O
of	O
human	B
induced	I
pluripotent	I
stem	I
cell	I
(hiPSC)	O
lines	O
from	O
an	O
Alzheimer's	O
disease	O
(ASUi001-A)	O
and	O
non-demented	O
control	O
(ASUi002-A)	O
patient	O
homozygous	O
for	O
the	O
Apolipoprotein	O
e4	O
(APOE4)	O
risk	O
variant.	O

Embryonic	B
stem	I
cells	I
(ESCs)	O
are	O
pluripotent	O
cells	O
located	O
in	O
the	O
inner	O
cell	O
mass	O
of	O
early	O
embryos	O
that	O
have	O
the	O
capacity	O
for	O
long-term	O
self-renewal	O
and	O
the	O
ability	O
to	O
form	O
all	O
cell	O
types	O
of	O
the	O
embryo	O
proper.	O

Induced	B
pluripotent	I
stem	I
cells	I
(iPSCs)	O
Patient-specific	O
genotype	O
Cells	O
can	O
be	O
differentiated	O
to	O
better	O
reflect	O
photoreceptor	O
cell	O
morphology	O
and	O
gene	O
expression	O
profiles.	O

(C):	O
Immnoblotting	O
analysis	O
was	O
used	O
to	O
examine	O
the	O
activation	O
of	O
Hedgehog	O
signaling	O
and	O
expression	O
of	O
cancer	B
stem	I
cell	I
(CSC)	O
markers	O
in	O
the	O
cells	O
described	O
in	O
(B).	O

Human	B
